0,-323
10,-337
20,-301
30,-304
40,-320
50,-323
60,-306
70,-309
80,-315
90,1254
100,1253
110,446
120,1270
130,-307
140,1535
150,1546
160,405
170,1569
180,1591
190,1544
200,-306
210,1617
220,1590
230,1607
240,1603
250,1479
260,1619
270,216
280,1641
290,526
300,1025
310,1614
320,1649
330,1651
340,1658
350,1656
360,1653
370,1651
380,1598
390,1628
400,1648
410,1659
