0,-357
10,-326
20,-315
30,-313
40,-314
50,-315
60,-321
70,-306
80,-314
90,362
100,-307
110,-307
120,415
130,1550
140,-307
150,502
160,1519
170,1547
180,1590
190,1574
200,1589
210,1618
220,1623
230,1609
240,1571
250,1567
260,1606
